Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","1993","1993","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","1994","1994","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","1995","1995","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","1996","1996","t","3800","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","1997","1997","t","6000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","1998","1998","t","8000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","1999","1999","t","10000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2000","2000","t","8500","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2001","2001","t","12000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2002","2002","t","12500","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2003","2003","t","14000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2004","2004","t","20000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2005","2005","t","25000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2006","2006","t","19000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2007","2007","t","22000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2008","2008","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2009","2009","t","27000","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2010","2010","t","28816.15","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2011","2011","t","30540.08","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2012","2012","t","31198.68","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2013","2013","t","32738.36","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2014","2014","t","34393.15","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2015","2015","t","36509.02","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2016","2016","t","34546.84","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2017","2017","t","36324.59","I","Imputed value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2018","2018","t","35793.49","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2019","2019","t","35554.98","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2020","2020","t","35891.02","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2021","2021","t","35746.49","E","Estimated value",""
"QCL","Crops and livestock products","156","China, mainland","5510","Production","01344.02","Cherries","2022","2022","t","35730.83","E","Estimated value",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1992","1992","t","7596","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1993","1993","t","6887","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1994","1994","t","6619","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1995","1995","t","6492","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1996","1996","t","6867","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1997","1997","t","4715","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1998","1998","t","6264","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","1999","1999","t","6370","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2000","2000","t","2920","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2001","2001","t","2233","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2002","2002","t","2943","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2003","2003","t","2516","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2004","2004","t","2307","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2005","2005","t","3498","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2006","2006","t","3141","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2007","2007","t","2723","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2008","2008","t","3863","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2009","2009","t","2126","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2010","2010","t","1115","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2011","2011","t","2120","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2012","2012","t","2342","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2013","2013","t","3927","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2014","2014","t","795","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2015","2015","t","1907","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2016","2016","t","1482","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2017","2017","t","1436","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2018","2018","t","1200","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2019","2019","t","1090","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2020","2020","t","1090","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2021","2021","t","570","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.02","Cherries","2022","2022","t","1800","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1992","1992","t","9416","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1993","1993","t","8642","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1994","1994","t","7629","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1995","1995","t","7049","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1996","1996","t","7088","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1997","1997","t","6032","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1998","1998","t","8265","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","1999","1999","t","8453","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2000","2000","t","5496","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2001","2001","t","5952","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2002","2002","t","4609","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2003","2003","t","4833","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2004","2004","t","2244","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2005","2005","t","1586","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2006","2006","t","2171","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2007","2007","t","3207","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2008","2008","t","3791","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2009","2009","t","3127","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2010","2010","t","3879","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2011","2011","t","6961","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2012","2012","t","4127","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2013","2013","t","8300","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2014","2014","t","9893","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2015","2015","t","6001","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2016","2016","t","7827","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2017","2017","t","8770","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2018","2018","t","8210","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2019","2019","t","5770","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2020","2020","t","6220","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2021","2021","t","5590","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","01344.01","Sour cherries","2022","2022","t","6380","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1961","1961","t","609","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1962","1962","t","558","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1963","1963","t","635","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1964","1964","t","711","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1965","1965","t","325","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1966","1966","t","1422","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1967","1967","t","1625","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1968","1968","t","1828","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1969","1969","t","1016","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1970","1970","t","2540","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1971","1971","t","1524","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1972","1972","t","2286","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1973","1973","t","2032","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1974","1974","t","1219","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1975","1975","t","1625","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1976","1976","t","1118","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1977","1977","t","1727","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1978","1978","t","1118","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1979","1979","t","1575","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1980","1980","t","1219","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1981","1981","t","1016","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1982","1982","t","1524","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1983","1983","t","1600","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1984","1984","t","1100","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1985","1985","t","1000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1986","1986","t","1200","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1987","1987","t","800","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1988","1988","t","1300","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1989","1989","t","700","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1990","1990","t","900","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1991","1991","t","1200","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1992","1992","t","800","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1993","1993","t","1800","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1994","1994","t","1400","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1995","1995","t","1300","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1996","1996","t","1300","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1997","1997","t","1000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1998","1998","t","1700","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","1999","1999","t","1100","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2000","2000","t","1070","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2001","2001","t","1100","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2002","2002","t","600","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2003","2003","t","680","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2004","2004","t","634","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2005","2005","t","588","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2006","2006","t","579","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2007","2007","t","582","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2008","2008","t","501","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2009","2009","t","460","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2010","2010","t","443","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2011","2011","t","416","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2012","2012","t","457","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2013","2013","t","427","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2014","2014","t","396","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2015","2015","t","431","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2016","2016","t","399","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2017","2017","t","391","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2018","2018","t","342","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2019","2019","t","353","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2020","2020","t","375","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","01344.02","Cherries","2021","2021","t","387","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","1993","1993","t","18787","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","1994","1994","t","18431","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","1995","1995","t","17062","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","1996","1996","t","12173","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","1997","1997","t","10457","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","1998","1998","t","13488","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","1999","1999","t","14050","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2000","2000","t","13613","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2001","2001","t","12194","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2002","2002","t","1871","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2003","2003","t","2821","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2004","2004","t","2977","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2005","2005","t","2053","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2006","2006","t","2271","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2007","2007","t","2777","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2008","2008","t","2342","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2009","2009","t","2404","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2010","2010","t","2107","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2011","2011","t","2662","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2012","2012","t","1539","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2013","2013","t","1716","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2014","2014","t","2434","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2015","2015","t","2443","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2016","2016","t","2535","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2017","2017","t","1998.8","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2018","2018","t","2710","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2019","2019","t","2650","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2020","2020","t","880","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2021","2021","t","1370","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.02","Cherries","2022","2022","t","1840","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","1993","1993","t","11498","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","1994","1994","t","9125","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","1995","1995","t","8385","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","1996","1996","t","8875","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","1997","1997","t","6646","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","1998","1998","t","8108","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","1999","1999","t","9158","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2000","2000","t","9928","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2001","2001","t","9623","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2002","2002","t","8909","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2003","2003","t","8087","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2004","2004","t","9552","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2005","2005","t","7870","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2006","2006","t","8869","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2007","2007","t","8661","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2008","2008","t","6736","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2009","2009","t","6694","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2010","2010","t","4515","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2011","2011","t","6702","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2012","2012","t","3707","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2013","2013","t","5284","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2014","2014","t","5020","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2015","2015","t","5804","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2016","2016","t","6678","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2017","2017","t","4202.42","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2018","2018","t","6810","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2019","2019","t","5340","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2020","2020","t","5860","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2021","2021","t","4960","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","01344.01","Sour cherries","2022","2022","t","4440","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1961","1961","t","70242","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1962","1962","t","39336","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1963","1963","t","49050","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1964","1964","t","60921","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1965","1965","t","25393","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1966","1966","t","63434","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1967","1967","t","41777","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1968","1968","t","57414","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1969","1969","t","56517","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1970","1970","t","52988","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1971","1971","t","17968","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1972","1972","t","9154","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1973","1973","t","42751","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1974","1974","t","11483","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1975","1975","t","31750","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1976","1976","t","26902","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1977","1977","t","14122","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1978","1978","t","15867","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1979","1979","t","15683","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1980","1980","t","15809","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1981","1981","t","8325","A","Official figure",""
"QCL","Crops and livestock products","200","Czechoslovakia","5510","Production","01344.02","Cherries","1982","1982","t","36762","A","Official figure",""
